Time (s),Root Detector ID,Vehicle ID,Vehicle Type,Speed (m/s),Direction,CO2 Emission (mg)
661.0,42430333_42428287_reverse_-167922072#1,veh_1020,car_normal,9.866947332731886,Down,1515.1306800340262
661.0,42430333_42428287_reverse_-167922072#1,veh_1017,truck_aggressive,8.29620074327865,Down,0.0
661.0,42430333_42437358_reverse_-511699183#2,veh_921,car_normal,8.132454148622475,Right,1855.12431849161
661.0,42430333_42437358_reverse_-511699183#2,veh_927,car_normal,12.673493418394035,Right,3757.339640317018
661.0,42430342_42443556_464515890#1,veh_768,car_normal,14.479352381252097,Right,0.0
661.0,42430342_42443556_464515890#1,veh_770,truck_cautious,5.4743563905358315,Right,16362.814827581424
661.0,42430352_42430356_464516471#16,veh_1011,car_normal,0.0,Down,2624.722222222222
661.0,42430352_42430356_464516471#16,veh_1008,truck_cautious,0.0,Down,7380.555555555556
661.0,42430358_42430361_1211049193#0,veh_1119,car_cautious,0.0,Down,2624.722222222222
661.0,42430358_42430361_1211049193#0,veh_762,car_aggressive,2.9194069891143593,Up,4534.479843969538
661.0,42430361_42440004_569345538#1,veh_334,truck_cautious,0.0,Down,7380.555555555556
661.0,42430363_42430367_569345537#5,veh_107,car_cautious,0.0,Down,2624.722222222222
661.0,42430375_42440020_499172074#1,veh_262,car_normal,0.0,Down,2624.722222222222
661.0,42434072_42434074_5670225#1,veh_119,truck_cautious,11.448263996201993,Right,33863.28419639073
661.0,42435663_42437368_reverse_-1321771943#1,veh_939,car_normal,10.31443625718379,Right,4314.391747283288
661.0,42435671_42432700_1198594029#0,veh_42006,car_cautious,0.0,Down,2624.722222222222
661.0,42435677_42445020_452322756#5,veh_615,car_normal,0.021769840018479574,Left,2621.8670943419193
661.0,42435684_42435687_1207834765#1,veh_830,car_normal,0.0,Down,2624.722222222222
661.0,42435684_42435687_1207834765#1,veh_839,car_normal,0.0,Down,2624.722222222222
661.0,42435687_42445025_663612299#1,veh_44,car_aggressive,0.0,Down,2624.722222222222
661.0,42435710_42440960_499172074#14,veh_135,car_cautious,0.00038615849464509214,Left,2624.6720877930015
661.0,42436701_42436700_420281338#1,veh_333,car_cautious,0.0,Down,2624.722222222222
661.0,42437358_42430333_reverse_-511699183#2,veh_921,car_normal,8.132454148622475,Down,1855.12431849161
661.0,42437358_42430333_reverse_-511699183#2,veh_927,car_normal,12.673493418394035,Down,3757.339640317018
661.0,42437358_42445916_reverse_-1272613981#1,veh_1039,car_normal,10.20165639653895,Right,3125.265192225378
661.0,42437363_42428287_reverse_-167922076#1,veh_42148,car_normal,10.679649567335755,Down,1599.2101482203636
661.0,42437368_42435663_reverse_-1321771943#1,veh_939,car_normal,10.31443625718379,Down,4314.391747283288
661.0,42439981_5849918504_569345543#1,veh_766,truck_aggressive,0.0,Down,7380.555555555556
661.0,42439981_42437363_569345544#1,veh_340,car_cautious,0.12027962802746106,Down,2605.492579199482
661.0,42439981_42437363_569345544#1,veh_169,car_cautious,0.0,Down,2624.722222222222
661.0,42439994_42439990_483360105#1,veh_373,car_cautious,9.570465964390754,Down,0.0
661.0,42439994_42439990_483360105#1,veh_40984,truck_cautious,0.8856865644827485,Down,9353.697464875953
661.0,42440004_42428310_1059314985#1,veh_183,car_cautious,0.0,Down,2624.722222222222
661.0,42440004_42428310_1059314985#1,veh_577,car_aggressive,12.637192759987459,Left,11459.829637549543
661.0,42440153_42432580_458180190#1,veh_115,car_normal,19.683932441348663,Down,10117.823433961992
661.0,42440453_42440452_569345535#0,veh_1397,car_aggressive,0.0,Down,2624.722222222222
661.0,42440453_42440452_569345535#0,veh_376,bus_cautious,0.0,Down,5286.111111111111
661.0,42443563_42443561_46482609#1,veh_960,car_cautious,0.0,Down,2624.722222222222
661.0,42445011_42437368_194926855#0,veh_846,car_cautious,20.504594666066254,Down,0.0
661.0,42445011_42437368_194926855#0,veh_995,car_cautious,0.0,Down,2624.722222222222
661.0,42445011_42437368_194926855#0,veh_850,car_cautious,0.0,Down,2624.722222222222
661.0,42445011_42437368_194926855#0,veh_993,car_cautious,0.0,Down,2624.722222222222
661.0,42445018_42435675_846142552#2,veh_879,car_cautious,0.042294189091044085,Right,2616.8751782947184
661.0,42445020_42452365_1136391283#1,veh_812,car_cautious,10.203838928284584,Left,0.0
661.0,42445916_42437358_reverse_-1272613981#1,veh_1039,car_normal,10.20165639653895,Down,3125.265192225378
661.0,42446363_42445027_965833822#4,veh_660,car_aggressive,0.042402546573394165,Right,2617.442734072539
661.0,5849918504_42445011_194926846#1,veh_747,bus_cautious,0.0,Down,5286.111111111111
661.0,5849918504_42445011_194926846#1,veh_757,car_cautious,0.0,Down,2624.722222222222
662.0,42428287_42437363_reverse_-167922076#1,veh_42148,car_normal,11.370386205345303,Right,4211.568189430845
662.0,42428287_42430333_reverse_-167922072#1,veh_1020,car_normal,10.148633388624965,Right,2861.6211354674087
662.0,42428287_42430333_reverse_-167922072#1,veh_1017,truck_aggressive,5.54620074327865,Right,0.0
662.0,42428305_42439996_167922074#1,veh_845,car_cautious,0.04505789254663982,Right,2606.157621678237
662.0,42430333_42428287_reverse_-167922072#1,veh_1020,car_normal,10.148633388624965,Down,2861.6211354674087
662.0,42430333_42428287_reverse_-167922072#1,veh_1017,truck_aggressive,5.54620074327865,Down,0.0
662.0,42430333_42437358_reverse_-511699183#2,veh_921,car_normal,8.241220048268572,Right,2322.2300689672934
662.0,42430333_42437358_reverse_-511699183#2,veh_927,car_normal,12.762966509180522,Right,2545.1060640690534
662.0,42430342_42443556_464515890#1,veh_768,car_normal,15.321030814977707,Right,5840.876295921937
662.0,42430342_42443556_464515890#1,veh_770,truck_cautious,6.268006468713284,Right,20210.586666013656
662.0,42430352_42430356_464516471#16,veh_1011,car_normal,0.0,Down,2624.722222222222
662.0,42430352_42430356_464516471#16,veh_1008,truck_cautious,0.0,Down,7380.555555555556
662.0,42430358_42430361_1211049193#0,veh_1119,car_cautious,1.5216077764146032,Up,3048.987626881236
662.0,42430361_42440004_569345538#1,veh_334,truck_cautious,0.0,Down,7380.555555555556
662.0,42430363_42430367_569345537#5,veh_107,car_cautious,0.0,Down,2624.722222222222
662.0,42430375_42440020_499172074#1,veh_262,car_normal,0.0,Down,2624.722222222222
662.0,42432580_42443528_384178816#1,veh_115,car_normal,21.00124436625418,Down,10573.463811966649
662.0,42434072_42434074_5670225#1,veh_119,truck_cautious,12.031002275529742,Right,27019.34896786906
662.0,42435663_42437368_reverse_-1321771943#1,veh_939,car_normal,10.114149082238093,Right,1587.3936506187497
662.0,42435671_42432700_1198594029#0,veh_42006,car_cautious,0.0,Down,2624.722222222222
662.0,42435677_42445020_452322756#5,veh_615,car_normal,0.00203484371960697,Left,2624.4477659968197
662.0,42435684_42435687_1207834765#1,veh_830,car_normal,0.0,Down,2624.722222222222
662.0,42435684_42435687_1207834765#1,veh_839,car_normal,0.0,Down,2624.722222222222
662.0,42435687_42445025_663612299#1,veh_44,car_aggressive,0.0,Down,2624.722222222222
662.0,42435710_42440960_499172074#14,veh_135,car_cautious,0.0,Down,2624.722222222222
662.0,42436701_42436700_420281338#1,veh_333,car_cautious,0.0,Down,2624.722222222222
662.0,42437358_42430333_reverse_-511699183#2,veh_921,car_normal,8.241220048268572,Down,2322.2300689672934
662.0,42437358_42430333_reverse_-511699183#2,veh_927,car_normal,12.762966509180522,Down,2545.1060640690534
662.0,42437358_42445916_reverse_-1272613981#1,veh_1039,car_normal,10.331292977757752,Right,2471.22591888856
662.0,42437363_42428287_reverse_-167922076#1,veh_42148,car_normal,11.370386205345303,Down,4211.568189430845
662.0,42437368_42435663_reverse_-1321771943#1,veh_939,car_normal,10.114149082238093,Down,1587.3936506187497
662.0,42439981_5849918504_569345543#1,veh_766,truck_aggressive,0.0,Down,7380.555555555556
662.0,42439981_42437363_569345544#1,veh_340,car_cautious,0.025611560778926873,Down,2620.77225982762
662.0,42439981_42437363_569345544#1,veh_169,car_cautious,0.0,Down,2624.722222222222
662.0,42439994_42439990_483360105#1,veh_373,car_cautious,9.100868220734268,Down,0.0
662.0,42439994_42439990_483360105#1,veh_40984,truck_cautious,1.5668006604909896,Down,10241.082385412888
662.0,42440004_42428310_1059314985#1,veh_183,car_cautious,0.0,Down,2624.722222222222
662.0,42440004_42428310_1059314985#1,veh_577,car_aggressive,13.781055970555723,Left,6436.53887023701
662.0,42440453_42440452_569345535#0,veh_1397,car_aggressive,0.0,Down,2624.722222222222
662.0,42440453_42440452_569345535#0,veh_376,bus_cautious,0.0,Down,5286.111111111111
662.0,42443563_42443561_46482609#1,veh_960,car_cautious,0.0,Down,2624.722222222222
662.0,42445011_42437368_194926855#0,veh_46,car_cautious,18.91157261738723,Down,0.0
662.0,42445011_42437368_194926855#0,veh_846,car_cautious,16.737506200725818,Down,0.0
662.0,42445011_42437368_194926855#0,veh_995,car_cautious,0.0,Down,2624.722222222222
662.0,42445011_42437368_194926855#0,veh_850,car_cautious,0.0,Down,2624.722222222222
662.0,42445011_42437368_194926855#0,veh_993,car_cautious,0.0,Down,2624.722222222222
662.0,42445018_42435675_846142552#2,veh_879,car_cautious,0.009658494150831573,Right,2623.3875997302775
662.0,42445020_42452365_1136391283#1,veh_812,car_cautious,10.697387545088766,Left,3511.2806775767535
662.0,42445916_42437358_reverse_-1272613981#1,veh_1039,car_normal,10.331292977757752,Down,2471.22591888856
662.0,42446363_42445027_965833822#4,veh_660,car_aggressive,0.007261499479756513,Right,2623.7139405317694
662.0,5849918504_42445011_194926846#1,veh_747,bus_cautious,0.0,Down,5286.111111111111
662.0,5849918504_42445011_194926846#1,veh_757,car_cautious,0.0,Down,2624.722222222222
663.0,42428287_42437363_reverse_-167922076#1,veh_42148,car_normal,10.5895245943795,Right,0.0
663.0,42428287_42430333_reverse_-167922072#1,veh_1020,car_normal,9.749118992951205,Right,0.0
663.0,42428287_42430333_reverse_-167922072#1,veh_1017,truck_aggressive,6.629971970727828,Right,24732.23311855061
663.0,42428305_42439996_167922074#1,veh_845,car_cautious,0.016930750160403636,Right,2622.4035745767046
663.0,42430333_42428287_reverse_-167922072#1,veh_1020,car_normal,9.749118992951205,Down,0.0
663.0,42430333_42428287_reverse_-167922072#1,veh_1017,truck_aggressive,6.629971970727828,Down,24732.23311855061
663.0,42430333_42437358_reverse_-511699183#2,veh_921,car_normal,8.288089301216662,Right,2189.835840923021
663.0,42430333_42437358_reverse_-511699183#2,veh_927,car_normal,11.613952581811143,Right,0.0
663.0,42430342_42443556_464515890#1,veh_768,car_normal,14.80949724624806,Right,0.0
663.0,42430342_42443556_464515890#1,veh_770,truck_cautious,6.995038640610874,Right,20782.815739726884
663.0,42430352_42430356_464516471#16,veh_1011,car_normal,0.0,Down,2624.722222222222
663.0,42430352_42430356_464516471#16,veh_1008,truck_cautious,0.0,Down,7380.555555555556
663.0,42430358_42430361_1211049193#0,veh_1119,car_cautious,3.0398106032237413,Up,3505.833769775834
663.0,42430361_42440004_569345538#1,veh_334,truck_cautious,0.0,Down,7380.555555555556
663.0,42430363_42430367_569345537#5,veh_107,car_cautious,0.0,Down,2624.722222222222
663.0,42430375_42440020_499172074#1,veh_262,car_normal,0.0,Down,2624.722222222222
663.0,42432580_42443528_384178816#1,veh_115,car_normal,23.363801872931877,Down,18266.690260693533
663.0,42434072_42434074_5670225#1,veh_119,truck_cautious,12.862331375959753,Right,34661.14850439185
663.0,42435663_42437368_reverse_-1321771943#1,veh_939,car_normal,10.623455366860382,Right,3542.623782471622
663.0,42435671_42432700_1198594029#0,veh_42006,car_cautious,0.0,Down,2624.722222222222
663.0,42435677_42445020_452322756#5,veh_615,car_normal,0.0003208107817603079,Left,2624.6804544957563
663.0,42435684_42435687_1207834765#1,veh_830,car_normal,0.0,Down,2624.722222222222
663.0,42435684_42435687_1207834765#1,veh_839,car_normal,0.0,Down,2624.722222222222
663.0,42435687_42445025_663612299#1,veh_44,car_aggressive,0.0,Down,2624.722222222222
663.0,42435710_42440960_499172074#14,veh_135,car_cautious,0.0,Down,2624.722222222222
663.0,42436701_42436700_420281338#1,veh_333,car_cautious,0.0,Down,2624.722222222222
663.0,42437358_42430333_reverse_-511699183#2,veh_921,car_normal,8.288089301216662,Down,2189.835840923021
663.0,42437358_42430333_reverse_-511699183#2,veh_927,car_normal,11.613952581811143,Down,0.0
663.0,42437358_42445916_reverse_-1272613981#1,veh_1039,car_normal,10.91379221539572,Right,3800.8077888805037
663.0,42437363_42428287_reverse_-167922076#1,veh_42148,car_normal,10.5895245943795,Down,0.0
663.0,42437368_42435663_reverse_-1321771943#1,veh_939,car_normal,10.623455366860382,Down,3542.623782471622
663.0,42439981_5849918504_569345543#1,veh_766,truck_aggressive,0.0,Down,7380.555555555556
663.0,42439981_42437363_569345544#1,veh_340,car_cautious,0.0025524449514624345,Down,2624.3757515420607
663.0,42439981_42437363_569345544#1,veh_169,car_cautious,0.0,Down,2624.722222222222
663.0,42439994_42439990_483360105#1,veh_373,car_cautious,9.168696465245308,Down,2257.101775604044
663.0,42439994_42439990_483360105#1,veh_40984,truck_cautious,2.0797348039224746,Down,10490.06064834299
663.0,42440004_42428310_1059314985#1,veh_183,car_cautious,0.0,Down,2624.722222222222
663.0,42440004_42428310_1059314985#1,veh_577,car_aggressive,9.4444644467676,Left,0.0
663.0,42440453_42440452_569345535#0,veh_1397,car_aggressive,0.0,Down,2624.722222222222
663.0,42440453_42440452_569345535#0,veh_1450,car_normal,13.445865218692685,Unknown,5360.621335971274
663.0,42440453_42440452_569345535#0,veh_376,bus_cautious,0.0,Down,5286.111111111111
663.0,42443563_42443561_46482609#1,veh_960,car_cautious,0.0,Down,2624.722222222222
663.0,42445011_42437368_194926855#0,veh_46,car_cautious,15.480326210485602,Down,0.0
663.0,42445011_42437368_194926855#0,veh_846,car_cautious,13.026797518822042,Down,0.0
663.0,42445011_42437368_194926855#0,veh_995,car_cautious,0.0,Down,2624.722222222222
663.0,42445011_42437368_194926855#0,veh_850,car_cautious,0.0,Down,2624.722222222222
663.0,42445011_42437368_194926855#0,veh_993,car_cautious,0.0,Down,2624.722222222222
663.0,42445018_42435675_846142552#2,veh_879,car_cautious,0.0024734685347871195,Right,2624.396705155499
663.0,42445020_42452365_1136391283#1,veh_812,car_cautious,10.636800088024227,Left,1964.76994066015
663.0,42445916_42437358_reverse_-1272613981#1,veh_1039,car_normal,10.91379221539572,Down,3800.8077888805037
663.0,42446363_42445027_965833822#4,veh_660,car_aggressive,0.005223536487227385,Right,2624.0419076587027
663.0,5849918504_42445011_194926846#1,veh_747,bus_cautious,0.0,Down,5286.111111111111
663.0,5849918504_42445011_194926846#1,veh_757,car_cautious,0.0,Down,2624.722222222222
664.0,42428287_42430333_reverse_-167922072#1,veh_1020,car_normal,9.533284287419608,Right,1564.8628537669956
664.0,42428287_42430333_reverse_-167922072#1,veh_42148,car_normal,11.253365055482744,Right,4106.002618109136
664.0,42428305_42439996_167922074#1,veh_845,car_cautious,0.0013665195356992671,Right,2624.539386897593
664.0,42430333_42428287_reverse_-167922072#1,veh_1020,car_normal,9.533284287419608,Down,1564.8628537669956
664.0,42430333_42428287_reverse_-167922072#1,veh_42148,car_normal,11.253365055482744,Down,4106.002618109136
664.0,42430333_42437358_reverse_-511699183#2,veh_921,car_normal,8.838373925199978,Right,3358.9444514295637
664.0,42430333_42437358_reverse_-511699183#2,veh_927,car_normal,12.69449396142122,Right,5818.185901842225
664.0,42430342_42443556_464515890#1,veh_768,car_normal,15.123698324928403,Right,3696.5807617537707
664.0,42430342_42443556_464515890#1,veh_770,truck_cautious,7.930363430790603,Right,25821.64251576581
664.0,42430352_42430356_464516471#16,veh_1011,car_normal,0.0,Down,2624.722222222222
664.0,42430352_42430356_464516471#16,veh_1008,truck_cautious,0.0,Down,7380.555555555556
664.0,42430358_42430361_1211049193#0,veh_1119,car_cautious,4.729974578209221,Up,4270.515504631956
664.0,42430361_42430363_569345537#1,veh_762,car_aggressive,10.372922681076453,Up,10287.256069244444
664.0,42430361_42440004_569345538#1,veh_334,truck_cautious,0.0,Down,7380.555555555556
664.0,42430363_42430367_569345537#5,veh_107,car_cautious,0.0,Down,2624.722222222222
664.0,42430375_42440020_499172074#1,veh_262,car_normal,0.0,Down,2624.722222222222
664.0,42432580_42443528_384178816#1,veh_115,car_normal,24.82734058871073,Down,13713.615111800043
664.0,42434072_42434074_5670225#1,veh_119,truck_cautious,13.697952999207613,Right,36549.0474680429
664.0,42435663_42437368_reverse_-1321771943#1,veh_939,car_normal,10.087319996739044,Right,0.0
664.0,42435671_42432700_1198594029#0,veh_42006,car_cautious,0.0,Down,2624.722222222222
664.0,42435677_42445020_452322756#5,veh_615,car_normal,0.0,Down,2624.722222222222
664.0,42435684_42435687_1207834765#1,veh_830,car_normal,0.0,Down,2624.722222222222
664.0,42435684_42435687_1207834765#1,veh_839,car_normal,0.0,Down,2624.722222222222
664.0,42435687_42445025_663612299#1,veh_44,car_aggressive,0.0,Down,2624.722222222222
664.0,42435710_42440960_499172074#14,veh_135,car_cautious,0.0,Down,2624.722222222222
664.0,42436701_42436700_420281338#1,veh_333,car_cautious,0.0,Down,2624.722222222222
664.0,42437358_42430333_reverse_-511699183#2,veh_921,car_normal,8.838373925199978,Down,3358.9444514295637
664.0,42437358_42430333_reverse_-511699183#2,veh_927,car_normal,12.69449396142122,Down,5818.185901842225
664.0,42437358_42445916_reverse_-1272613981#1,veh_1039,car_normal,10.327572293431498,Right,0.0
664.0,42437368_42435663_reverse_-1321771943#1,veh_939,car_normal,10.087319996739044,Down,0.0
664.0,42439981_5849918504_569345543#1,veh_766,truck_aggressive,0.0,Down,7380.555555555556
664.0,42439981_42437363_569345544#1,veh_340,car_cautious,0.0014806462939346984,Down,2624.52971190905
664.0,42439981_42437363_569345544#1,veh_169,car_cautious,0.0,Down,2624.722222222222
664.0,42439994_42439990_483360105#1,veh_373,car_cautious,9.947602295554102,Down,4130.525244710067
664.0,42440004_42428310_1059314985#1,veh_183,car_cautious,0.0,Down,2624.722222222222
664.0,42440004_42428310_1059314985#1,veh_577,car_aggressive,5.321902434463049,Left,0.0
664.0,42440453_42440452_569345535#0,veh_1397,car_aggressive,0.0,Down,2624.722222222222
664.0,42440453_42440452_569345535#0,veh_1450,car_normal,13.105248946489061,Left,0.0
664.0,42440453_42440452_569345535#0,veh_376,bus_cautious,0.0,Down,5286.111111111111
664.0,42443563_42443561_46482609#1,veh_960,car_cautious,0.0,Down,2624.722222222222
664.0,42445011_42437368_194926855#0,veh_46,car_cautious,12.002739453801293,Down,0.0
664.0,42445011_42437368_194926855#0,veh_995,car_cautious,0.0,Down,2624.722222222222
664.0,42445011_42437368_194926855#0,veh_846,car_cautious,9.246998427738735,Down,0.0
664.0,42445011_42437368_194926855#0,veh_850,car_cautious,0.0,Down,2624.722222222222
664.0,42445011_42437368_194926855#0,veh_993,car_cautious,0.0,Down,2624.722222222222
664.0,42445018_42435675_846142552#2,veh_879,car_cautious,0.0005023711710152944,Right,2624.656783425945
664.0,42445020_42452365_1136391283#1,veh_812,car_cautious,10.847011866158335,Left,2735.2993365973425
664.0,42445916_42437358_reverse_-1272613981#1,veh_1039,car_normal,10.327572293431498,Down,0.0
664.0,42446363_42445027_965833822#4,veh_660,car_aggressive,0.0004354101338859175,Right,2624.6651858080318
664.0,5849918504_42445011_194926846#1,veh_747,bus_cautious,0.0,Down,5286.111111111111
664.0,5849918504_42445011_194926846#1,veh_757,car_cautious,0.0,Down,2624.722222222222
665.0,42428287_42430333_reverse_-167922072#1,veh_1020,car_normal,10.42639781256157,Right,4552.585577653156
665.0,42428287_42430333_reverse_-167922072#1,veh_42148,car_normal,10.757021235848688,Right,0.0
665.0,42428305_42439996_167922074#1,veh_845,car_cautious,0.0002626296975464897,Right,2624.6880709894317
665.0,42430333_42430338_127693103#1,veh_1017,truck_aggressive,9.084140437001523,Right,35342.7772850788
665.0,42430333_42428287_reverse_-167922072#1,veh_1020,car_normal,10.42639781256157,Down,4552.585577653156
665.0,42430333_42428287_reverse_-167922072#1,veh_42148,car_normal,10.757021235848688,Down,0.0
665.0,42430333_42437358_reverse_-511699183#2,veh_921,car_normal,8.041967161501072,Right,0.0
665.0,42430333_42437358_reverse_-511699183#2,veh_927,car_normal,12.327209882129361,Right,0.0
665.0,42430342_42443556_464515890#1,veh_768,car_normal,15.36002070550748,Right,3430.0101646058333
665.0,42430342_42443556_464515890#1,veh_770,truck_cautious,8.835341017730535,Right,27399.036574263115
665.0,42430352_42430356_464516471#16,veh_1011,car_normal,0.0,Down,2624.722222222222
665.0,42430352_42430356_464516471#16,veh_1008,truck_cautious,0.0,Down,7380.555555555556
665.0,42430361_42430363_569345537#1,veh_762,car_aggressive,12.010567833473907,Up,7325.808130537415
665.0,42430361_42440004_569345538#1,veh_334,truck_cautious,0.0,Down,7380.555555555556
665.0,42430363_42430367_569345537#5,veh_107,car_cautious,0.0,Down,2624.722222222222
665.0,42430375_42440020_499172074#1,veh_262,car_normal,0.0,Down,2624.722222222222
665.0,42434072_42434074_5670225#1,veh_119,truck_cautious,11.551687802455978,Right,0.0
665.0,42435663_42437368_reverse_-1321771943#1,veh_939,car_normal,9.87681337859971,Right,1567.0234289716861
665.0,42435671_42432700_1198594029#0,veh_42006,car_cautious,0.0,Down,2624.722222222222
665.0,42435677_42445020_452322756#5,veh_615,car_normal,0.0,Down,2624.722222222222
665.0,42435684_42435687_1207834765#1,veh_830,car_normal,0.0,Down,2624.722222222222
665.0,42435684_42435687_1207834765#1,veh_839,car_normal,0.0,Down,2624.722222222222
665.0,42435687_42445025_663612299#1,veh_44,car_aggressive,0.0,Down,2624.722222222222
665.0,42435710_42440960_499172074#14,veh_135,car_cautious,0.0,Down,2624.722222222222
665.0,42436701_42436700_420281338#1,veh_333,car_cautious,0.0,Down,2624.722222222222
665.0,42437358_42430333_reverse_-511699183#2,veh_921,car_normal,8.041967161501072,Down,0.0
665.0,42437358_42430333_reverse_-511699183#2,veh_927,car_normal,12.327209882129361,Down,0.0
665.0,42437358_42445916_reverse_-1272613981#1,veh_1039,car_normal,10.776727149091661,Right,3399.8599530627293
665.0,42437368_42435663_reverse_-1321771943#1,veh_939,car_normal,9.87681337859971,Down,1567.0234289716861
665.0,42439981_5849918504_569345543#1,veh_766,truck_aggressive,0.0,Down,7380.555555555556
665.0,42439981_42437363_569345544#1,veh_340,car_cautious,0.0,Down,2624.722222222222
665.0,42439981_42437363_569345544#1,veh_169,car_cautious,0.0,Down,2624.722222222222
665.0,42439994_42439990_483360105#1,veh_373,car_cautious,9.93544663190362,Down,2079.014633994576
665.0,42440004_42428310_1059314985#1,veh_183,car_cautious,0.0,Down,2624.722222222222
665.0,42440004_42428310_1059314985#1,veh_577,car_aggressive,0.7869620573768008,Left,0.0
665.0,42440453_42440452_569345535#0,veh_1397,car_aggressive,0.0,Down,2624.722222222222
665.0,42440453_42440452_569345535#0,veh_1450,car_normal,12.936705410529154,Left,1691.5906203628642
665.0,42440453_42440452_569345535#0,veh_376,bus_cautious,0.0,Down,5286.111111111111
665.0,42443528_42452353_384178816#4,veh_115,car_normal,27.253239054597444,Down,22152.72524936597
665.0,42443563_42443561_46482609#1,veh_960,car_cautious,0.0,Down,2624.722222222222
665.0,42445011_42437368_194926855#0,veh_46,car_cautious,10.408733761052321,Down,0.0
665.0,42445011_42437368_194926855#0,veh_995,car_cautious,0.0,Down,2624.722222222222
665.0,42445011_42437368_194926855#0,veh_846,car_cautious,7.957815614555793,Down,0.0
665.0,42445011_42437368_194926855#0,veh_850,car_cautious,0.0,Down,2624.722222222222
665.0,42445011_42437368_194926855#0,veh_993,car_cautious,0.0,Down,2624.722222222222
665.0,42445018_42435675_846142552#2,veh_879,car_cautious,0.00020659051904501724,Right,2624.6954015092497
665.0,42445020_42452365_1136391283#1,veh_812,car_cautious,10.762243572397617,Left,1899.748904959311
665.0,42445916_42437358_reverse_-1272613981#1,veh_1039,car_normal,10.776727149091661,Down,3399.8599530627293
665.0,42446363_42445027_965833822#4,veh_660,car_aggressive,0.0003533369950384387,Right,2624.6763701679683
665.0,5849918504_42445011_194926846#1,veh_747,bus_cautious,0.0,Down,5286.111111111111
665.0,5849918504_42445011_194926846#1,veh_757,car_cautious,0.0,Down,2624.722222222222
666.0,42428287_42430333_reverse_-167922072#1,veh_1020,car_normal,10.363009881376728,Right,1951.919421071218
666.0,42428287_42430333_reverse_-167922072#1,veh_42148,car_normal,10.438751861091614,Right,0.0
666.0,42428305_42439996_167922074#1,veh_845,car_cautious,0.0,Down,2624.722222222222
666.0,42430333_42430338_127693103#1,veh_1017,truck_aggressive,10.13025802053341,Right,33143.2875322431
666.0,42430333_42428287_reverse_-167922072#1,veh_1020,car_normal,10.363009881376728,Down,1951.919421071218
666.0,42430333_42428287_reverse_-167922072#1,veh_42148,car_normal,10.438751861091614,Down,0.0
666.0,42430333_42437358_reverse_-511699183#2,veh_921,car_normal,8.176743236056774,Right,2375.896276237597
666.0,42430333_42437358_reverse_-511699183#2,veh_927,car_normal,12.498515648248985,Right,2787.416036264168
666.0,42430342_42443556_464515890#1,veh_768,car_normal,15.31567664778267,Right,2301.8531162634895
666.0,42430342_42443556_464515890#1,veh_770,truck_cautious,9.341567463912071,Right,21224.39092869788
666.0,42430352_42430356_464516471#16,veh_1011,car_normal,0.0,Down,2624.722222222222
666.0,42430352_42430356_464516471#16,veh_1008,truck_cautious,0.0,Down,7380.555555555556
666.0,42430361_42430363_569345537#1,veh_762,car_aggressive,15.128388086808847,Up,14753.448363183268
666.0,42430361_42440004_569345538#1,veh_334,truck_cautious,0.0,Down,7380.555555555556
666.0,42430363_42430367_569345537#5,veh_107,car_cautious,0.0,Down,2624.722222222222
666.0,42430375_42440020_499172074#1,veh_262,car_normal,0.0,Down,2624.722222222222
666.0,42434072_42434074_5670225#1,veh_119,truck_cautious,9.069811475040137,Right,0.0
666.0,42435663_42437368_reverse_-1321771943#1,veh_939,car_normal,10.631194731379166,Right,4223.089938398519
666.0,42435671_42432700_1198594029#0,veh_42006,car_cautious,0.0,Down,2624.722222222222
666.0,42435677_42445020_452322756#5,veh_615,car_normal,0.0,Down,2624.722222222222
666.0,42435684_42435687_1207834765#1,veh_830,car_normal,0.0,Down,2624.722222222222
666.0,42435684_42435687_1207834765#1,veh_839,car_normal,0.0,Down,2624.722222222222
666.0,42435687_42445025_663612299#1,veh_44,car_aggressive,0.0,Down,2624.722222222222
666.0,42435710_42440960_499172074#14,veh_135,car_cautious,0.0,Down,2624.722222222222
666.0,42436701_42436700_420281338#1,veh_333,car_cautious,0.0,Down,2624.722222222222
666.0,42437358_42430333_reverse_-511699183#2,veh_921,car_normal,8.176743236056774,Down,2375.896276237597
666.0,42437358_42430333_reverse_-511699183#2,veh_927,car_normal,12.498515648248985,Down,2787.416036264168
666.0,42437358_42445916_reverse_-1272613981#1,veh_1043,car_normal,0.0,Unknown,2624.722222222222
666.0,42437358_42445916_reverse_-1272613981#1,veh_1039,car_normal,10.367682241011412,Right,0.0
666.0,42437368_42435663_reverse_-1321771943#1,veh_939,car_normal,10.631194731379166,Down,4223.089938398519
666.0,42439981_5849918504_569345543#1,veh_766,truck_aggressive,0.0,Down,7380.555555555556
666.0,42439981_42437363_569345544#1,veh_340,car_cautious,0.0,Down,2624.722222222222
666.0,42439981_42437363_569345544#1,veh_169,car_cautious,0.0,Down,2624.722222222222
666.0,42439994_42439990_483360105#1,veh_373,car_cautious,7.736521459087077,Down,0.0
666.0,42440004_42428310_1059314985#1,veh_183,car_cautious,0.0,Down,2624.722222222222
666.0,42440004_42428310_1059314985#1,veh_577,car_aggressive,0.1070523149188698,Left,2591.9492858904073
666.0,42440453_42440452_569345535#0,veh_1397,car_aggressive,0.0,Down,2624.722222222222
