Time (s),Root Detector ID,Vehicle ID,Vehicle Type,Speed (m/s),Direction,CO2 Emission (mg)
3.0,42432585_42439996_569345540#4,veh_614,car_cautious,0.0,Unknown,2624.722222222222
4.0,42432585_42439996_569345540#4,veh_614,car_cautious,1.3322865862585604,Down,2928.471777398698
5.0,42432585_42439996_569345540#4,veh_614,car_cautious,3.223783893473447,Down,3877.5072150145993
6.0,42432585_42439996_569345540#4,veh_614,car_cautious,5.286637554112823,Down,5000.892889251127
7.0,42432585_42439996_569345540#4,veh_614,car_cautious,7.2312948329374205,Down,5762.5473347177995
8.0,42432585_42439996_569345540#4,veh_614,car_cautious,9.199640718158335,Down,6815.612483159416
9.0,42432585_42439996_569345540#4,veh_614,car_cautious,10.315751727148891,Down,5122.801035709983
10.0,42428308_42428307_1136460177#1,veh_626,car_cautious,1.5898045663163067,Unknown,3097.1151974983613
10.0,42432585_42439996_569345540#4,veh_614,car_cautious,11.645963735374808,Down,6216.485871457291
11.0,42428308_42428307_1136460177#1,veh_626,car_cautious,2.7095406131073836,Down,3121.645892289805
11.0,42432585_42439996_569345540#4,veh_614,car_cautious,11.787704674619436,Down,2621.546848673281
12.0,42428308_42428307_1136460177#1,veh_626,car_cautious,4.345287148114295,Down,4061.9046584843063
13.0,42428308_42428307_1136460177#1,veh_626,car_cautious,5.658392700999976,Down,4078.6531874445263
13.0,42439996_42439994_167922071#1,veh_614,car_cautious,10.886851033101976,Down,0.0
14.0,42428308_42428307_1136460177#1,veh_626,car_cautious,7.376755857020617,Down,5398.954340510057
14.0,42439996_42439994_167922071#1,veh_614,car_cautious,11.152834010514617,Down,2927.328086924706
15.0,42428308_42428307_1136460177#1,veh_626,car_cautious,9.28174107996747,Down,6705.697865158023
15.0,42439996_42439994_167922071#1,veh_614,car_cautious,10.974290777648985,Down,1635.4767507872496
16.0,42428308_42428307_1136460177#1,veh_626,car_cautious,10.650667785201222,Down,5933.792077188406
16.0,42439996_42439994_167922071#1,veh_614,car_cautious,11.84293956227526,Down,4870.674822771008
17.0,42428308_42428307_1136460177#1,veh_626,car_cautious,11.774493810720742,Down,5634.562606920231
17.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,1.51336257038638,Unknown,3043.338093165458
17.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,1.51336257038638,Down,3043.338093165458
17.0,42439996_42439994_167922071#1,veh_614,car_cautious,11.68800983536914,Down,1708.567643155751
18.0,42428308_42428307_1136460177#1,veh_626,car_cautious,12.543925637504191,Down,4748.221247893736
18.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,3.587953661121428,Right,4200.523414391461
18.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,3.587953661121428,Down,4200.523414391461
18.0,42439996_42439994_167922071#1,veh_614,car_cautious,8.365736572923263,Down,0.0
19.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,4.888553382232786,Right,3835.3633649446265
19.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,4.888553382232786,Down,3835.3633649446265
19.0,42439996_42439994_167922071#1,veh_614,car_cautious,4.542943983947983,Down,0.0
20.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,6.437571081183851,Right,4714.114539838279
20.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,6.437571081183851,Down,4714.114539838279
21.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.441996509017527,Down,2201.0304390094348
21.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,8.3711261527054,Right,6307.8226454130145
21.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,8.3711261527054,Down,6307.8226454130145
22.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.367961130155354,Down,2123.454738438179
22.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,9.607910655681044,Right,5200.224444528908
22.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,9.607910655681044,Down,5200.224444528908
22.0,42439994_42428303_452322757#1,veh_614,car_cautious,7.651651535648853,Left,5473.931656754134
23.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.380712464818835,Down,2221.532139189101
23.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,0.0,Unknown,7380.555555555556
23.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.514483647856204,Right,4613.032704076804
23.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.514483647856204,Down,4613.032704076804
23.0,42439994_42428303_452322757#1,veh_614,car_cautious,9.155537251438945,Left,5683.897077989426
24.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.1360717429538365,Down,0.0
24.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,0.7570613553375005,Down,8875.744613944851
24.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.487327508039117,Right,5083.165240356552
24.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.487327508039117,Down,5083.165240356552
24.0,42439994_42428303_452322757#1,veh_614,car_cautious,8.621088450606912,Left,0.0
25.0,42428307_42428305_972926362#1,veh_626,car_cautious,3.8693871737775503,Down,0.0
25.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,1.6103812397271393,Down,10865.72988658985
25.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.325986897970825,Right,1685.8305059819836
25.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.325986897970825,Down,1685.8305059819836
25.0,42439994_42428303_452322757#1,veh_614,car_cautious,5.223370656818149,Left,0.0
26.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.481740199526876,Down,2916.2669632295397
26.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,2.5222428150102494,Down,13129.400266611778
26.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.454774232997835,Right,2553.021556146556
26.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.454774232997835,Down,2553.021556146556
26.0,42439994_42428303_452322757#1,veh_614,car_cautious,1.1733706568181494,Left,0.0
27.0,42428307_42428305_972926362#1,veh_626,car_cautious,3.963852215645939,Down,0.0
27.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,3.3693027125671504,Down,14630.91672804136
27.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.837616387370318,Right,0.0
27.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.837616387370318,Down,0.0
27.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.19266040928306083,Left,2550.764498191072
28.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.392640643505484,Down,2697.214318865173
28.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,3.9708281041681763,Down,14008.963688248197
28.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.491802368878663,Right,4129.97742388104
28.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.491802368878663,Down,4129.97742388104
28.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.06103240328037529,Left,2614.73842394997
29.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.254251929944485,Down,2061.3425001675537
29.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,4.887571539692581,Down,18567.496143122084
29.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.592893091297984,Right,0.0
29.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.592893091297984,Down,0.0
29.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.02177673568936804,Left,2621.6775798581334
30.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.324482833923876,Down,2289.592298947286
30.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,5.73019807074219,Down,19661.365378378734
30.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.414540056108772,Right,4611.195940110894
30.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.414540056108772,Down,4611.195940110894
30.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.00044149698728783383,Left,2624.6624841832727
31.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.025385595386952,Down,0.0
31.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,6.584098480604589,Down,21637.32218565745
31.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.861915888848989,Right,0.0
31.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.861915888848989,Down,0.0
31.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.00035209157421670306,Left,2624.676531108122
32.0,42428307_42428305_972926362#1,veh_626,car_cautious,3.598327226875454,Down,0.0
32.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,7.206883487328887,Down,19711.987051020533
32.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.143351346056253,Right,2971.1261201156203
32.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.143351346056253,Down,2971.1261201156203
32.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
33.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.411798483854263,Down,3140.5826089302345
33.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,7.848249058797956,Down,21096.030875251454
33.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.635467266391306,Right,0.0
33.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.635467266391306,Down,0.0
33.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
34.0,42428307_42428305_972926362#1,veh_626,car_cautious,3.7242908609789906,Down,0.0
34.0,42431544_42440951_195743336#4,veh_139,bus_normal,12.97681425214978,Unknown,42592.55004917048
34.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,8.738255334198474,Down,26921.926651004418
34.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.089933723925888,Right,3465.009121369965
34.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.089933723925888,Down,3465.009121369965
34.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
35.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.081849409187317,Down,2606.3380327597556
35.0,42431544_42440951_195743336#4,veh_139,bus_normal,13.771095275937114,Down,32889.390352651164
35.0,42432585_42439996_569345540#4,veh_41693,truck_cautious,9.46895668901503,Down,25591.049968323598
35.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.10698469371283,Right,2201.373384043115
35.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.10698469371283,Down,2201.373384043115
35.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
36.0,42428307_42428305_972926362#1,veh_626,car_cautious,3.6338098034766615,Down,0.0
36.0,42431544_42440951_195743336#4,veh_139,bus_normal,14.537368383840658,Down,33693.010760515004
36.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.731706233906834,Right,0.0
36.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.731706233906834,Down,0.0
36.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
36.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,10.254199210144579,Down,28200.499561441295
37.0,42428307_42428305_972926362#1,veh_626,car_cautious,4.13561314982745,Down,2763.339574918986
37.0,42431544_42440951_195743336#4,veh_139,bus_normal,13.910869811800463,Down,0.0
37.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.720751983530164,Right,2105.3285383886387
37.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.720751983530164,Down,2105.3285383886387
37.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
37.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,10.307249539343415,Down,13474.385093726942
38.0,42431544_42440951_195743336#4,veh_139,bus_normal,11.884552529919116,Down,0.0
38.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.60609364279294,Right,1814.6312038431424
38.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.60609364279294,Down,1814.6312038431424
38.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
38.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,10.334114273709952,Down,12958.378981055772
39.0,42431544_42440951_195743336#4,veh_139,bus_normal,8.884552529919116,Down,0.0
39.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,13.569819779209789,Unknown,39463.3119836254
39.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,0.0,Unknown,2624.722222222222
39.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,11.459458451669008,Right,4717.798141581443
39.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,11.459458451669008,Down,4717.798141581443
39.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,0.0,Down,2624.722222222222
39.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
39.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,10.267267314603327,Down,11031.113585781963
40.0,42428305_42439996_167922074#1,veh_626,car_cautious,7.907915308438778,Down,5676.600385720239
40.0,42431544_42440951_195743336#4,veh_139,bus_normal,6.58997124212794,Down,0.0
40.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,14.968597882501777,Down,55823.73598383106
40.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,2.0059528328478335,Right,3444.919763376361
40.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.589646924387008,Right,0.0
40.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.589646924387008,Down,0.0
40.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,2.0059528328478335,Down,3444.919763376361
40.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
40.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,10.31060489855498,Down,13279.529698461152
41.0,42428305_42439996_167922074#1,veh_626,car_cautious,9.84008574320057,Right,7064.048366512874
41.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,13.826169293231521,Down,0.0
41.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,3.7272059834562246,Right,3922.467839359388
41.0,42435663_42437363_reverse_-525729008#1,veh_923,car_cautious,10.842300199724077,Right,2854.799558659301
41.0,42437363_42435663_reverse_-525729008#1,veh_923,car_cautious,10.842300199724077,Down,2854.799558659301
41.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,3.7272059834562246,Down,3922.467839359388
41.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
41.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,10.091596236117185,Down,7950.43557657353
41.0,42440951_42430375_1222356565#1,veh_139,bus_normal,6.903003935182933,Left,13147.64831606421
42.0,42428305_42439996_167922074#1,veh_626,car_cautious,11.56337579084614,Right,7368.328550692093
42.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,11.076169293231521,Down,0.0
42.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,4.8286563921161,Right,3567.5963757487725
42.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,4.8286563921161,Down,3567.5963757487725
42.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
42.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,8.042767313309014,Down,0.0
42.0,42440951_42430375_1222356565#1,veh_139,bus_normal,8.088325489840937,Left,27187.402670589927
43.0,42428305_42439996_167922074#1,veh_626,car_cautious,8.572599237970188,Right,0.0
43.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,8.303694430379073,Down,0.0
43.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,6.064899667706341,Right,4080.946336075577
43.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,6.064899667706341,Down,4080.946336075577
43.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
43.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,5.792767313309014,Down,0.0
43.0,42440951_42430375_1222356565#1,veh_139,bus_normal,9.425997905496043,Left,33392.41784631106
44.0,42428287_42437363_reverse_-167922076#1,veh_923,car_cautious,10.876180668945699,Right,0.0
44.0,42428305_42439996_167922074#1,veh_626,car_cautious,4.704489893474724,Right,0.0
44.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,5.303694430379071,Down,0.0
44.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,7.663541907742619,Right,5284.902751470125
44.0,42437363_42428287_reverse_-167922076#1,veh_923,car_cautious,10.876180668945699,Down,0.0
44.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,7.663541907742619,Down,5284.902751470125
44.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
44.0,42439996_42439994_167922071#1,veh_41693,truck_cautious,5.465189681090415,Left,0.0
44.0,42440951_42430375_1222356565#1,veh_139,bus_normal,10.8374290366238,Left,39038.73166076134
45.0,42428287_42437363_reverse_-167922076#1,veh_923,car_cautious,11.211406451042086,Right,3136.430184169596
45.0,42428305_42439996_167922074#1,veh_626,car_cautious,1.5497838965241812,Right,0.0
45.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,2.303694430379068,Down,0.0
45.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,9.17107463201508,Right,5698.925738935309
45.0,42437363_42428287_reverse_-167922076#1,veh_923,car_cautious,11.211406451042086,Down,3136.430184169596
45.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,9.17107463201508,Down,5698.925738935309
45.0,42439994_42428303_452322757#1,veh_41693,truck_cautious,5.518813206143677,Left,10649.593995145091
45.0,42439994_42428303_452322757#1,veh_614,car_cautious,0.0,Down,2624.722222222222
45.0,42440951_42430375_1222356565#1,veh_139,bus_normal,11.977874080596958,Left,36752.59073676321
46.0,42428287_42437363_reverse_-167922076#1,veh_923,car_cautious,11.084770811523587,Right,1785.1146907957368
46.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
46.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,10.95856396848336,Right,7251.577121709726
46.0,42437363_42428287_reverse_-167922076#1,veh_923,car_cautious,11.084770811523587,Down,1785.1146907957368
46.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,10.95856396848336,Down,7251.577121709726
46.0,42439994_42428303_452322757#1,veh_41693,truck_cautious,6.449698145017027,Left,22322.25203726921
46.0,42439994_42428303_452322757#1,veh_614,car_cautious,1.827791896481067,Left,3284.6329377627894
46.0,42440951_42430375_1222356565#1,veh_139,bus_normal,12.728677015581635,Left,29804.54490368498
47.0,42428287_42437363_reverse_-167922076#1,veh_923,car_cautious,10.61106771808797,Right,0.0
47.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
47.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,12.980264208726586,Right,9103.625575899758
47.0,42437363_42428287_reverse_-167922076#1,veh_923,car_cautious,10.61106771808797,Down,0.0
47.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,12.980264208726586,Down,9103.625575899758
47.0,42439994_42428303_452322757#1,veh_41693,truck_cautious,7.051042521260678,Left,19148.183019375727
47.0,42439994_42428303_452322757#1,veh_614,car_cautious,3.579530001115054,Left,3895.3445615254777
47.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.303092076953035,Left,26690.555389169094
48.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,11.448678164228141,Right,4667.844701400711
48.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,11.448678164228141,Down,4667.844701400711
48.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
48.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,14.321775794290007,Right,7384.754790954953
48.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,14.321775794290007,Down,7384.754790954953
48.0,42439994_42428303_452322757#1,veh_41693,truck_cautious,7.300117823581196,Left,14509.235869450067
48.0,42439996_42439994_167922071#1,veh_626,car_cautious,6.198469661417216,Down,4591.42026508026
48.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.815387688097545,Left,25971.25436892336
49.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,10.493843529380202,Right,0.0
49.0,42428303_42435677_452322756#1,veh_614,car_cautious,6.505891366638243,Left,4113.501662923604
49.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,10.493843529380202,Down,0.0
49.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
49.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,15.923643893841655,Right,9198.069659448396
49.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,15.923643893841655,Down,9198.069659448396
49.0,42439994_42428303_452322757#1,veh_41693,truck_cautious,6.986828014170972,Left,0.0
49.0,42439996_42439994_167922071#1,veh_626,car_cautious,8.208368233701943,Down,6389.0737527798265
49.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.546572652515025,Left,0.0
50.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,11.43883177120918,Right,4985.3741179875215
50.0,42428303_42435677_452322756#1,veh_614,car_cautious,8.171130232643335,Left,5635.502926209791
50.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,11.43883177120918,Down,4985.3741179875215
50.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
50.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,13.817048505473878,Right,0.0
50.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,13.817048505473878,Down,0.0
50.0,42439994_42428303_452322757#1,veh_41693,truck_cautious,7.197434192446692,Left,13864.742647847972
50.0,42439996_42439994_167922071#1,veh_626,car_cautious,10.180964448227344,Down,7352.361499561707
50.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.879143799699378,Left,21580.218907641334
51.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,11.252309898331106,Right,1611.5709660388472
51.0,42428303_42435677_452322756#1,veh_614,car_cautious,10.233716924581676,Left,7621.153123712419
51.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,11.252309898331106,Down,1611.5709660388472
51.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
51.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,10.601923794874297,Right,0.0
51.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,10.601923794874297,Down,0.0
51.0,42439996_42439994_167922071#1,veh_626,car_cautious,10.434767005313308,Down,2815.8953715432795
51.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.241456016185694,Left,0.0
52.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,10.871062213431388,Right,0.0
52.0,42428303_42435677_452322756#1,veh_41693,truck_cautious,8.488918227565723,Left,22198.86058056144
52.0,42428303_42435677_452322756#1,veh_614,car_cautious,10.861153775750845,Left,3917.8721492897967
52.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,10.871062213431388,Down,0.0
52.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
52.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,6.856288653181243,Right,0.0
52.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,6.856288653181243,Down,0.0
52.0,42439996_42439994_167922071#1,veh_626,car_cautious,10.858518396355331,Down,3340.81145418801
52.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.367311601105612,Left,16009.349586374597
53.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,11.229716032601237,Right,3207.4587609988785
53.0,42428303_42435677_452322756#1,veh_41693,truck_cautious,9.326818568309086,Left,27282.905534444188
53.0,42428303_42435677_452322756#1,veh_614,car_cautious,11.528777031748742,Left,4178.548060762847
53.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,11.229716032601237,Down,3207.4587609988785
53.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Left,7380.555555555556
53.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,2.9751404607457443,Right,0.0
53.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,2.9751404607457443,Down,0.0
53.0,42439996_42439994_167922071#1,veh_626,car_cautious,10.61611264681239,Down,1461.189753202192
53.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.297673100591638,Left,11277.786663910087
54.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,11.508491381283193,Right,3007.484267584068
54.0,42428303_42435677_452322756#1,veh_41693,truck_cautious,10.07781282150491,Left,27163.96092090986
54.0,42428303_42435677_452322756#1,veh_614,car_cautious,11.087423902581632,Left,0.0
54.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,11.508491381283193,Down,3007.484267584068
54.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
54.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,0.5905761648734765,Right,0.0
54.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,0.5905761648734765,Down,0.0
54.0,42439996_42439994_167922071#1,veh_626,car_cautious,6.8890872721912375,Down,0.0
54.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.30066444606986,Left,13016.63818348729
55.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,11.293333537846147,Right,1527.2156327805644
55.0,42428303_42435677_452322756#1,veh_41693,truck_cautious,10.157403838669657,Left,13915.676929985108
55.0,42428303_42435677_452322756#1,veh_614,car_cautious,10.978586236517131,Left,1834.9397488629638
55.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,11.293333537846147,Down,1527.2156327805644
55.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
55.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,0.11401259494106933,Right,2595.8680015312307
55.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,0.11401259494106933,Down,2595.8680015312307
55.0,42439996_42439994_167922071#1,veh_626,car_cautious,3.012243575433086,Down,0.0
55.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.234560424564407,Left,11333.48343522528
56.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,11.110929712771712,Right,1623.8963526653863
56.0,42428303_42435677_452322756#1,veh_41693,truck_cautious,10.135378498805462,Left,11877.1407066456
56.0,42428303_42435677_452322756#1,veh_614,car_cautious,11.573399623147397,Left,3968.963443420414
56.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,11.110929712771712,Down,1623.8963526653863
56.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
56.0,42434439_42437371_reverse_420904618#1,veh_941,car_cautious,0.06041482920778733,Right,2616.0679855549365
56.0,42437371_42434439_reverse_420904618#1,veh_941,car_cautious,0.06041482920778733,Down,2616.0679855549365
56.0,42439996_42439994_167922071#1,veh_626,car_cautious,0.6263635297556649,Down,0.0
56.0,42440951_42430375_1222356565#1,veh_139,bus_normal,13.709536427850836,Left,24892.536616837897
57.0,42428287_42430333_reverse_-167922072#1,veh_923,car_cautious,10.72881306747654,Right,0.0
57.0,42428303_42435677_452322756#1,veh_41693,truck_cautious,10.26180817525625,Left,14927.592089347325
57.0,42428303_42435677_452322756#1,veh_614,car_cautious,11.410409464146197,Left,1681.4877167064642
57.0,42430333_42428287_reverse_-167922072#1,veh_923,car_cautious,10.72881306747654,Down,0.0
57.0,42431544_42440951_195743336#4,veh_192,truck_aggressive,0.0,Down,7380.555555555556
